name,url,remote,adaptive,test_type,duration_minutes,job_levels,description
Programming Concepts,https://www.shl.com/solutions/products/product-catalog/view/programming-concepts/,Yes,Yes,['Knowledge & Skills'],25.0,"Mid-Professional, Professional Individual Contributor,","Multi-choice test that measures the knowledge of REST features, architecture, handling requests, producing responses, entity translation, working with return types, security, filters, and interceptors."
Project Management (2013),https://www.shl.com/solutions/products/product-catalog/view/project-management-2013/,Yes,Yes,['Knowledge & Skills'],30.0,"Entry-Level,","The Retail Sales and Service Simulation measures the ability of a candidate to choose effective sales and service techniques while interacting with customers. Situations are presented to the candidate via computer-based animation, and the candidate is offered a set of behaviors from which to choose the most and least effective responses. The behaviors vary in the extent to which the sales associate may: direct a conversation toward a commitment or sale, listen carefully to customers and provide options that address what they really need/want, put aside work to assist a customer, and focus on meeting customer needs. Responses are tracked and compared against expert ratings of effectiveness. The test produces an overall score, as well as scores on two subscales, Customer Service Effectiveness and Sales Effectiveness."
Proofreading v1,https://www.shl.com/solutions/products/product-catalog/view/proofreading-v1/,Yes,No,['Knowledge & Skills'],6.0,"Entry-Level, Mid-Professional,","This assessment measures ability to detect errors in forms by comparing text in a form to text in a paragraph format. Based on information in the paragraph, the test taker must select the answer that indicates the incorrect information."
Python (New),https://www.shl.com/solutions/products/product-catalog/view/python-new/,Yes,No,['Knowledge & Skills'],11.0,"Mid-Professional, Professional Individual Contributor,","Multi-choice test that measures the knowledge of Ruby strings, collection classes, regular expressions, methods, object oriented programming, exception handling, database connectivity, threads, scripting, network programming and web applications."
R Programming (New),https://www.shl.com/solutions/products/product-catalog/view/r-programming-new/,Yes,No,['Knowledge & Skills'],13.0,"Mid-Professional, Professional Individual Contributor,","Multi-choice test that measures the knowledge of Ruby Programming, Rails installation, Rails MVC and Rails programming model."
ReactJS (New),https://www.shl.com/solutions/products/product-catalog/view/reactjs-new/,Yes,No,['Knowledge & Skills'],10.0,,
Reading Comprehension - English v1,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-english-v1/,Yes,Yes,['Ability & Aptitude'],35.0,,
Reading Comprehension - Spanish v1,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-spanish-v1/,Yes,Yes,['Ability & Aptitude'],26.0,"Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Interview guide was developed to enable you to use the Sales Report more effectively, by helping you prepare and execute you interviews more effectively."
Reading Comprehension v2,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-v2/,Yes,Yes,['Ability & Aptitude'],35.0,"Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Profiler cards have been developed to enable you to use the Sales Report more effectively, by helping you to understand which competencies and motivators described in the report are most important to a specific sales role."
RemoteWorkQ,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq/,Yes,No,['Competencies'],10.0,,
RemoteWorkQ Manager Report,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq-manager-report/,Yes,No,['Competencies'],,,
Production Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/production-engineering-new/,Yes,No,['Knowledge & Skills'],10.0,"General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager,","Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: o Work Relationships o Work Habits o Self-Development & Well-Being The RemoteWorkQ is intended for use across job families and levels for which working in a remote environment is important for the role. This report is designed to help you be more successful in a remote working environment by providing: o Insights into your identified strengths and potential risks for working remotely o Individualized coaching tips on how you can use your identified strengths to overcome risks"
Programming Concepts,https://www.shl.com/solutions/products/product-catalog/view/programming-concepts/,Yes,Yes,['Knowledge & Skills'],25.0,"Mid-Professional, Professional Individual Contributor,","Multi-choice test that measures the knowledge of REST features, architecture, handling requests, producing responses, entity translation, working with return types, security, filters, and interceptors."
